n_clusters,max_cluster_pt,mean_cluster_pt,std_cluster_pt,max_cluster_size,mean_cluster_size,std_cluster_size,total_pt,max_cluster_eta,max_cluster_phi,mean_cluster_eta,mean_cluster_phi,cluster_pt_ratio,cluster_size_ratio
2,2.0,1.5904381275177002,0.4095618724822998,2,2.0,0.0,3.1808762550354004,0.1,0.0,0.05,0.0,1.6936575627393269,1.0
5,2.0,0.7520648062229156,0.6613913888467639,2,2.0,0.0,3.7603240311145782,0.1,0.7000000000000001,0.06000000000000001,0.4000000000000001,2.455276119516567,1.0
8,2.0,0.7257834486663342,0.6369493845718751,2,2.0,0.0,5.806267589330673,0.1,0.2,0.0625,0.1125,1.2654745396770226,1.0
3,2.0,1.3251397411028545,0.4828222886691408,2,2.0,0.0,3.9754192233085632,0.1,0.1,0.03333333333333333,0.06666666666666667,1.8557992731758437,1.0
4,2.0,1.2968944758176804,0.5475326068403059,2,2.0,0.0,5.187577903270721,0.1,0.1,0.05,0.05,1.2609476383897957,1.0
4,2.0,1.3719074502587318,0.603337153524426,2,2.0,0.0,5.487629801034927,0.1,0.1,0.05,0.05,1.0862247536278837,1.0
6,2.0,0.920110322535038,0.6567563740791339,2,2.0,0.0,5.520661935210228,0.1,0.4,0.06666666666666667,0.11666666666666665,1.2541740913559536,1.0
12,2.0,0.6885563284158707,0.5403046976452577,2,2.0,0.0,8.262675940990448,0.1,0.7000000000000001,0.05833333333333334,0.3083333333333334,1.3469285975664878,1.0
6,2.0,1.101030300060908,0.6366827896176617,2,2.0,0.0,6.606181800365448,0.1,0.7000000000000001,0.05000000000000001,0.3500000000000001,1.200711471610163,1.0
5,2.0,0.7542131036520004,0.6735985530219404,2,2.0,0.0,3.771065518260002,0.1,0.8,0.08,0.30000000000000004,2.166315410533242,1.0
10,2.0,0.7086992621421814,0.5622571345398909,2,2.0,0.0,7.086992621421814,0.2,0.9,0.08,0.5599999999999999,1.3727413103656385,1.0
9,2.0,0.9831634942028258,0.5843859546243726,2,2.0,0.0,8.848471447825432,0.2,0.8,0.08888888888888889,0.43333333333333335,1.1552381252731063,1.0
5,2.0,0.9720037788152694,0.7236500604892611,2,2.0,0.0,4.860018894076347,0.1,0.6000000000000001,0.04,0.16,1.1976636401010345,1.0
4,2.0,0.7741766422986984,0.7078593796615824,2,2.0,0.0,3.0967065691947937,0.30000000000000004,0.7000000000000001,0.1,0.225,5.202989331171574,1.0
5,2.0,1.1124958336353301,0.6852829929706293,2,2.0,0.0,5.562479168176651,0.5,0.6000000000000001,0.13999999999999999,0.26000000000000006,1.069564941875947,1.0
6,2.0,1.095431183775266,0.5729605274259725,2,2.0,0.0,6.572587102651596,0.2,0.2,0.11666666666666665,0.09999999999999999,1.3710525236210749,1.0
6,2.0,0.9430964340766271,0.6099179097767132,2,2.0,0.0,5.658578604459763,0.2,0.5,0.08333333333333333,0.23333333333333336,1.3813944040620063,1.0
4,2.0,0.8210438638925552,0.7020234696864571,2,2.0,0.0,3.284175455570221,0.1,0.7000000000000001,0.05,0.225,2.8266808821651317,1.0
2,2.0,1.5738317370414734,0.4261682629585266,2,2.0,0.0,3.1476634740829468,0.1,0.1,0.05,0.05,1.7426711271769995,1.0
4,2.0,1.2568175196647644,0.6748501757211474,2,2.0,0.0,5.027270078659058,0.1,0.6000000000000001,0.05,0.30000000000000004,1.0894294689052637,1.0
11,2.0,0.8746454566717148,0.6471945798282108,2,2.0,0.0,9.621100023388863,0.1,0.6000000000000001,0.06363636363636364,0.30909090909090914,1.0919569234169708,1.0
7,2.0,0.9096134837184634,0.6753320239227153,2,2.0,0.0,6.3672943860292435,0.2,0.1,0.09999999999999999,0.05714285714285715,1.0980541842872087,1.0
4,2.0,1.2120498269796371,0.46870943253262703,2,2.0,0.0,4.848199307918549,0.1,0.7000000000000001,0.05,0.35000000000000003,1.7654042878452685,1.0
6,2.0,1.1818589270114899,0.6044924333645371,2,2.0,0.0,7.091153562068939,0.30000000000000004,0.8,0.15,0.5666666666666668,1.1187229345651197,1.0
7,2.0,0.7929585320608956,0.5804976570084718,2,2.0,0.0,5.5507097244262695,0.2,0.30000000000000004,0.08571428571428573,0.1142857142857143,1.6031632850998607,1.0
4,2.0,1.1406879797577858,0.6669955846788758,2,2.0,0.0,4.562751919031143,0.1,0.4,0.05,0.15,1.295491697516274,1.0
2,2.0,1.675483226776123,0.32451677322387695,2,2.0,0.0,3.350966453552246,0.1,0.0,0.05,0.0,1.4804216601686726,1.0
9,2.0,0.9368868288066652,0.620686652450648,2,2.0,0.0,8.431981459259987,0.30000000000000004,0.6000000000000001,0.12222222222222223,0.23333333333333334,1.1104308134130267,1.0
6,2.0,0.9712834705909094,0.6635757027448979,2,2.0,0.0,5.827700823545456,0.2,0.1,0.08333333333333333,0.06666666666666667,1.1788653807453577,1.0
6,2.0,0.8094264169534048,0.7195840488439478,2,2.0,0.0,4.8565585017204285,0.30000000000000004,0.7000000000000001,0.10000000000000002,0.3666666666666667,1.228900028141939,1.0
6,2.0,0.8213821053504944,0.5446451599764998,2,2.0,0.0,4.928292632102966,0.1,0.9,0.016666666666666666,0.43333333333333335,2.445807339281023,1.0
6,2.0,0.8617490082979202,0.6438970173023321,2,2.0,0.0,5.170494049787521,0.4,0.8,0.09999999999999999,0.5166666666666667,1.4076190669561461,1.0
3,2.0,0.9108746498823166,0.7800394197551328,2,2.0,0.0,2.7326239496469498,0.1,0.1,0.03333333333333333,0.06666666666666667,3.860083939696772,1.0
1,2.0,2.0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
3,2.0,0.925706535577774,0.7639724307371166,2,2.0,0.0,2.777119606733322,0.1,0.4,0.03333333333333333,0.16666666666666666,4.097827815287728,1.0
3,2.0,0.9676790734132131,0.7528970341713781,2,2.0,0.0,2.9030372202396393,0.1,0.1,0.03333333333333333,0.06666666666666667,2.9525266506227643,1.0
2,2.0,1.3106288611888885,0.6893711388111115,2,2.0,0.0,2.621257722377777,0.1,0.1,0.05,0.05,3.2192758785279634,1.0
8,2.0,0.8631366826593876,0.6641789171067133,2,2.0,0.0,6.905093461275101,0.2,0.7000000000000001,0.11250000000000002,0.1625,1.2133791244197705,1.0
3,2.0,1.115934242804845,0.6881633976935446,2,2.0,0.0,3.3478027284145355,0.4,0.5,0.16666666666666666,0.3,1.948776765425333,1.0
4,2.0,1.0263376869261265,0.774477864811884,2,2.0,0.0,4.105350747704506,0.1,0.7000000000000001,0.025,0.2,1.2731807625523786,1.0
5,2.0,0.9002352148294449,0.6629847651180979,2,2.0,0.0,4.501176074147224,0.1,0.1,0.04,0.04,1.8072022172600293,1.0
7,2.0,0.7192017648901258,0.5562970608536448,2,2.0,0.0,5.034412354230881,0.30000000000000004,0.30000000000000004,0.14285714285714285,0.14285714285714285,2.464379691434316,1.0
4,2.0,1.124241217970848,0.7361242398529059,2,2.0,0.0,4.496964871883392,0.1,0.6000000000000001,0.025,0.30000000000000004,1.177953256563159,1.0
8,2.0,0.6274708583950996,0.5379869874215583,2,2.0,0.0,5.019766867160797,0.4,0.5,0.15,0.175,2.784673422529041,1.0
3,2.0,1.1651376883188884,0.657061075593738,2,2.0,0.0,3.495413064956665,0.2,0.0,0.10000000000000002,0.0,1.8164573442256575,1.0
3,2.0,1.0998532672723134,0.7178416746374762,2,2.0,0.0,3.2995598018169403,0.1,0.1,0.03333333333333333,0.06666666666666667,1.8934272725405457,1.0
2,2.0,1.9060490131378174,0.09395098686218262,2,2.0,0.0,3.8120980262756348,0.0,0.1,0.0,0.05,1.1036930513690564,1.0
7,2.0,0.6066165864467621,0.5800230435228423,2,2.0,0.0,4.246316105127335,0.4,0.8,0.1,0.42857142857142855,3.5602879261170717,1.0
2,2.0,1.1876392513513565,0.8123607486486435,2,2.0,0.0,2.375278502702713,0.1,0.1,0.05,0.05,5.329375345500017,1.0
6,2.0,0.7972541525959969,0.6234996704348553,2,2.0,0.0,4.783524915575981,0.2,0.5,0.08333333333333333,0.13333333333333333,1.6729752020542519,1.0
4,2.0,0.8412831760942936,0.6881553091044579,2,2.0,0.0,3.3651327043771744,0.2,0.1,0.07500000000000001,0.05,2.8738640529235027,1.0
7,2.0,0.6491194878305707,0.5659253256979055,2,2.0,0.0,4.543836414813995,0.30000000000000004,0.4,0.12857142857142856,0.14285714285714285,3.2230524528367854,1.0
3,2.0,1.0063798030217488,0.7216482788286949,2,2.0,0.0,3.0191394090652466,0.1,0.1,0.03333333333333333,0.03333333333333333,2.811670603882157,1.0
4,2.0,1.1988800540566444,0.6215091284850786,2,2.0,0.0,4.795520216226578,0.1,0.1,0.05,0.05,1.4032840120106918,1.0
4,2.0,0.9696837067604065,0.6216355791275551,2,2.0,0.0,3.878734827041626,0.1,0.2,0.07500000000000001,0.07500000000000001,2.360908740449521,1.0
7,2.0,0.6938290596008301,0.6076208680464416,2,2.0,0.0,4.8568034172058105,0.2,0.4,0.11428571428571428,0.21428571428571433,1.810660668406542,1.0
3,2.0,0.911061296860377,0.7699967245147414,2,2.0,0.0,2.733183890581131,0.1,0.1,0.06666666666666667,0.03333333333333333,5.435712759472402,1.0
3,2.0,1.3109320600827534,0.5227377025240647,2,2.0,0.0,3.9327961802482605,0.1,0.1,0.03333333333333333,0.06666666666666667,1.66905337131607,1.0
3,2.0,0.993599663178126,0.7257148869166147,2,2.0,0.0,2.980798989534378,0.1,0.1,0.03333333333333333,0.06666666666666667,3.009119701678239,1.0
4,2.0,0.777716800570488,0.7165794128673506,2,2.0,0.0,3.110867202281952,0.1,0.6000000000000001,0.025,0.275,3.4917731993779535,1.0
7,2.0,0.8078076477561679,0.5969860805957907,2,2.0,0.0,5.654653534293175,0.4,0.2,0.1571428571428572,0.14285714285714285,1.4616275649809103,1.0
6,2.0,1.0703835934400558,0.6007142758745515,2,2.0,0.0,6.422301560640335,0.1,0.7000000000000001,0.05000000000000001,0.4000000000000001,1.3385252477141367,1.0
3,2.0,1.3468891382217407,0.7713737024804415,2,2.0,0.0,4.040667414665222,0.1,0.1,0.06666666666666667,0.03333333333333333,1.1254644233516404,1.0
2,2.0,1.3580825328826904,0.6419174671173096,2,2.0,0.0,2.716165065765381,0.0,0.1,0.0,0.05,2.792652274741379,1.0
3,2.0,1.1624218821525574,0.7178054209705818,2,2.0,0.0,3.487265646457672,0.1,0.1,0.03333333333333333,0.03333333333333333,1.6124662207717229,1.0
3,2.0,1.3780245582262676,0.5755096743577314,2,2.0,0.0,4.1340736746788025,0.1,0.1,0.03333333333333333,0.06666666666666667,1.3143590288769038,1.0
4,2.0,1.2989856079220772,0.611613748043335,2,2.0,0.0,5.195942431688309,0.1,0.6000000000000001,0.025,0.17500000000000002,1.2897337149672143,1.0
4,2.0,0.9821615219116211,0.6735774904813285,2,2.0,0.0,3.9286460876464844,0.1,0.1,0.05,0.05,1.6965795911292794,1.0
3,2.0,1.3012540936470032,0.5056677015511541,2,2.0,0.0,3.9037622809410095,0.1,0.30000000000000004,0.06666666666666667,0.10000000000000002,1.845599346738627,1.0
10,2.0,0.6704426690936088,0.5854806687666261,2,2.0,0.0,6.704426690936089,0.1,0.5,0.05,0.15000000000000002,1.6132141664476736,1.0
6,2.0,1.145340288678805,0.696770473051401,2,2.0,0.0,6.87204173207283,0.1,0.4,0.06666666666666667,0.15,1.0521347801353842,1.0
3,2.0,1.0485443075497944,0.6818366428298203,2,2.0,0.0,3.1456329226493835,0.1,0.1,0.03333333333333333,0.03333333333333333,2.822999756606272,1.0
5,2.0,0.9303018093109131,0.6202088496716173,2,2.0,0.0,4.651509046554565,0.2,0.1,0.12,0.04,1.697368470306956,1.0
20,2.0,0.648296370357275,0.5189861345408596,2,2.0,0.0,12.9659274071455,0.5,0.7000000000000001,0.175,0.29,1.0202419055638012,1.0
3,2.0,0.9555055598417918,0.7486585239517174,2,2.0,0.0,2.8665166795253754,0.1,0.1,0.06666666666666667,0.03333333333333333,3.428857437946644,1.0
1,2.0,2.0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
4,2.0,1.037285678088665,0.6426978357607422,2,2.0,0.0,4.14914271235466,0.1,0.30000000000000004,0.05,0.125,1.646906497221145,1.0
2,2.0,1.3045984208583832,0.6954015791416168,2,2.0,0.0,2.6091968417167664,0.0,0.1,0.0,0.05,3.283011110766492,1.0
3,2.0,1.2712151110172272,0.6509777761989782,2,2.0,0.0,3.8136453330516815,0.1,0.1,0.03333333333333333,0.06666666666666667,1.434751093516483,1.0
8,2.0,0.8472869340330362,0.5531772073036535,2,2.0,0.0,6.77829547226429,0.1,0.8,0.05,0.4,1.6761542281812278,1.0
5,2.0,0.8548214554786682,0.5874492611658748,2,2.0,0.0,4.274107277393341,0.1,0.2,0.04,0.12000000000000002,2.634386362480113,1.0
3,2.0,0.9568741718928019,0.7391687319187448,2,2.0,0.0,2.8706225156784058,0.1,0.1,0.06666666666666667,0.03333333333333333,4.046658381057194,1.0
12,2.0,0.6761691321929296,0.563013449590936,2,2.0,0.0,8.114029586315155,0.4,0.7000000000000001,0.11666666666666665,0.375,1.3592659717974374,1.0
3,2.0,1.3395278851191204,0.6567821538018074,2,2.0,0.0,4.018583655357361,0.1,0.1,0.03333333333333333,0.06666666666666667,1.2699475404951892,1.0
4,2.0,0.7686030268669128,0.7147811387065917,2,2.0,0.0,3.0744121074676514,0.1,0.1,0.05,0.05,4.188293014219655,1.0
5,2.0,0.8242231696844101,0.6330061010558782,2,2.0,0.0,4.1211158484220505,0.1,0.1,0.04,0.06000000000000001,2.1414415620668623,1.0
5,2.0,0.9480426281690597,0.6823597373945693,2,2.0,0.0,4.740213140845299,0.1,0.6000000000000001,0.04,0.16,1.3933741952613927,1.0
1,2.0,2.0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
3,2.0,0.824709415435791,0.8312742603514117,2,2.0,0.0,2.474128246307373,0.1,0.7000000000000001,0.03333333333333333,0.23333333333333336,7.680610302400967,1.0
3,2.0,0.9416277408599854,0.7485736849560383,2,2.0,0.0,2.824883222579956,0.1,0.1,0.06666666666666667,0.03333333333333333,4.617048459671246,1.0
8,2.0,0.9298190493136644,0.5974890810509814,2,2.0,0.0,7.4385523945093155,0.2,0.8,0.0625,0.4,1.4100575639323063,1.0
11,2.0,0.8646459389816631,0.5560996528821133,2,2.0,0.0,9.511105328798294,0.1,0.9,0.06363636363636363,0.4818181818181818,1.48789624360921,1.0
4,2.0,1.1685442253947258,0.6130156371996561,2,2.0,0.0,4.674176901578903,0.2,0.1,0.07500000000000001,0.05,1.346622318679282,1.0
1,2.0,2.0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
3,2.0,1.0506308575471242,0.6980126651078332,2,2.0,0.0,3.1518925726413727,0.1,0.1,0.06666666666666667,0.03333333333333333,2.4686473172842667,1.0
12,2.0,0.7488043233752251,0.5471313724028811,2,2.0,0.0,8.9856518805027,0.30000000000000004,0.6000000000000001,0.125,0.2416666666666667,1.2760977726116907,1.0
2,2.0,1.3385767042636871,0.6614232957363129,2,2.0,0.0,2.6771534085273743,0.0,0.1,0.0,0.05,2.9535404751922605,1.0
12,2.0,0.6618204265832901,0.5051050846287043,2,2.0,0.0,7.941845118999481,0.30000000000000004,1.1,0.09999999999999999,0.4083333333333334,1.4970698783638576,1.0
5,2.0,0.9375400900840759,0.5916027774505052,2,2.0,0.0,4.68770045042038,0.1,0.5,0.04,0.27999999999999997,1.7647023679545872,1.0
10,2.0,0.7183234542608261,0.5830401875909033,2,2.0,0.0,7.183234542608261,0.5,0.7000000000000001,0.12,0.36000000000000004,1.3082868930087443,1.0
4,2.0,1.599330097436905,0.3179796547138077,2,2.0,0.0,6.39732038974762,0.1,0.1,0.05,0.05,1.097753289062587,1.0
3,2.0,1.2670704523722331,0.5220670020282611,2,2.0,0.0,3.801211357116699,0.1,0.1,0.03333333333333333,0.06666666666666667,2.0456429658258752,1.0
4,2.0,1.4755022376775742,0.40762057014876324,2,2.0,0.0,5.902008950710297,0.1,0.4,0.025,0.15,1.1792283052759753,1.0
5,2.0,0.7034265398979187,0.6565321882842134,2,2.0,0.0,3.5171326994895935,0.1,0.1,0.06000000000000001,0.04,3.5123206506282454,1.0
5,2.0,0.8929035067558289,0.6176913445288674,2,2.0,0.0,4.464517533779144,0.2,0.30000000000000004,0.1,0.15999999999999998,1.914721194071277,1.0
4,2.0,1.30633644759655,0.535812480250556,2,2.0,0.0,5.2253457903862,0.6000000000000001,0.8,0.17500000000000002,0.475,1.2229036696405116,1.0
2,2.0,1.7817547917366028,0.21824520826339722,2,2.0,0.0,3.5635095834732056,0.1,0.0,0.05,0.0,1.279173483258841,1.0
5,2.0,1.1439044773578644,0.5388853227390596,2,2.0,0.0,5.719522386789322,0.1,0.7000000000000001,0.04,0.4200000000000001,1.3507938317575214,1.0
5,2.0,0.7817827522754669,0.6205348992476226,2,2.0,0.0,3.9089137613773346,0.1,0.8,0.04,0.44000000000000006,3.2486974976231,1.0
3,2.0,1.2274809380372365,0.7064815168389965,2,2.0,0.0,3.6824428141117096,0.1,0.2,0.06666666666666667,0.10000000000000002,1.438917795428268,1.0
6,2.0,0.7545160154501597,0.6544418595066361,2,2.0,0.0,4.527096092700958,0.1,0.5,0.05000000000000001,0.18333333333333335,1.615668615485065,1.0
5,2.0,1.053242838382721,0.673463656412466,2,2.0,0.0,5.266214191913605,0.1,0.1,0.06000000000000001,0.04,1.1727031875908813,1.0
2,2.0,1.6662155985832214,0.33378440141677856,2,2.0,0.0,3.332431197166443,0.0,0.1,0.0,0.05,1.501015590338333,1.0
4,2.0,1.030116267502308,0.7010940922751524,2,2.0,0.0,4.120465070009232,0.1,0.2,0.05,0.1,1.4579819901523827,1.0
8,2.0,0.646224619820714,0.5500004071669932,2,2.0,0.0,5.169796958565712,0.1,0.7000000000000001,0.05,0.32500000000000007,2.2375686636124166,1.0
9,2.0,0.7351173775063621,0.5681611722991576,2,2.0,0.0,6.616056397557259,0.4,0.8,0.1888888888888889,0.4,1.6173413937472345,1.0
2,2.0,1.839477300643921,0.1605226993560791,2,2.0,0.0,3.678954601287842,0.0,0.1,0.0,0.05,1.1912174387954864,1.0
5,2.0,0.9554539918899536,0.6984842386642858,2,2.0,0.0,4.777269959449768,0.1,0.8,0.04,0.36000000000000004,1.2826601066344179,1.0
6,2.0,0.7771367927392324,0.7336585724150212,2,2.0,0.0,4.662820756435394,0.2,0.7000000000000001,0.08333333333333333,0.38333333333333336,1.2488364465883466,1.0
2,2.0,1.3458397090435028,0.6541602909564972,2,2.0,0.0,2.6916794180870056,0.1,0.0,0.05,0.0,2.8915129577390752,1.0
6,2.0,0.8981890405217806,0.6917723053083105,2,2.0,0.0,5.389134243130684,0.2,0.6000000000000001,0.11666666666666665,0.15,1.3868060293585462,1.0
9,2.0,0.7022105389171176,0.5319250937112661,2,2.0,0.0,6.319894850254059,0.2,0.30000000000000004,0.07777777777777778,0.1,1.7857296735766075,1.0
5,2.0,0.954888391494751,0.5822751181543208,2,2.0,0.0,4.774441957473755,0.1,0.30000000000000004,0.04,0.16,1.7565716418001083,1.0
12,2.0,0.7232746543983618,0.5310284876836542,2,2.0,0.0,8.679295852780342,0.5,0.9,0.23333333333333336,0.5,1.3572882414497078,1.0
3,2.0,1.6418861945470173,0.4522655167319965,2,2.0,0.0,4.925658583641052,0.1,0.1,0.06666666666666667,0.03333333333333333,1.040704049525387,1.0
2,2.0,1.8278421759605408,0.17215782403945923,2,2.0,0.0,3.6556843519210815,0.1,0.0,0.05,0.0,1.2079597162825215,1.0
4,2.0,1.087901383638382,0.5511505587048641,2,2.0,0.0,4.351605534553528,0.1,0.1,0.05,0.05,2.1681933987586777,1.0
2,2.0,1.2145028561353683,0.7854971438646317,2,2.0,0.0,2.4290057122707367,0.0,0.1,0.0,0.05,4.661942586764069,1.0
7,2.0,0.8035871131079537,0.6384544496571732,2,2.0,0.0,5.625109791755676,0.1,0.30000000000000004,0.028571428571428574,0.11428571428571428,1.2810842183864257,1.0
4,2.0,0.8590380996465683,0.6706087572178934,2,2.0,0.0,3.436152398586273,0.1,0.6000000000000001,0.025,0.32500000000000007,3.0848100389535684,1.0
18,2.0,0.6247857759396235,0.4620801835632554,2,2.0,0.0,11.246143966913223,0.30000000000000004,0.7000000000000001,0.08333333333333334,0.2944444444444445,1.599410922528953,1.0
4,2.0,0.9319379553198814,0.6667244302932134,2,2.0,0.0,3.7277518212795258,0.2,0.1,0.1,0.05,2.1038584432613536,1.0
5,2.0,1.228877168893814,0.7819754571321891,2,2.0,0.0,6.14438584446907,0.1,0.2,0.04,0.12000000000000002,1.1031732145075175,1.0
2,2.0,1.1056240946054459,0.8943759053945541,2,2.0,0.0,2.2112481892108917,0.1,0.1,0.05,0.05,9.467536774970293,1.0
6,2.0,0.7711189066370329,0.6373282631808069,2,2.0,0.0,4.626713439822197,0.2,0.1,0.06666666666666667,0.06666666666666667,1.9702642717837526,1.0
6,2.0,0.8493047679464022,0.6566104104476265,2,2.0,0.0,5.095828607678413,0.2,0.2,0.08333333333333333,0.08333333333333333,1.3504730740370408,1.0
4,2.0,1.0877191163599491,0.6960429851827573,2,2.0,0.0,4.3508764654397964,0.1,0.2,0.07500000000000001,0.07500000000000001,1.347018356210753,1.0
3,2.0,1.4218536814053853,0.4445144573575016,2,2.0,0.0,4.265561044216156,0.1,0.1,0.06666666666666667,0.03333333333333333,1.4852710232816355,1.0
5,2.0,0.9609337210655212,0.5401360140319313,2,2.0,0.0,4.804668605327606,0.1,0.6000000000000001,0.04,0.16,2.3675791049757398,1.0
3,2.0,0.8534953792889913,0.8110734075687329,2,2.0,0.0,2.560486137866974,0.2,0.2,0.10000000000000002,0.06666666666666667,6.4446656404580125,1.0
4,2.0,0.9107710160315037,0.7397966856230176,2,2.0,0.0,3.6430840641260147,0.1,0.2,0.05,0.07500000000000001,1.6892624722843999,1.0
3,2.0,1.5861190954844158,0.4053875858706015,2,2.0,0.0,4.758357286453247,0.1,0.1,0.06666666666666667,0.03333333333333333,1.1609401300427191,1.0
4,2.0,1.4953819662332535,0.4358273411824198,2,2.0,0.0,5.981527864933014,0.1,0.6000000000000001,0.05,0.32500000000000007,1.2271640309592156,1.0
3,2.0,1.325611303249995,0.7210483375598289,2,2.0,0.0,3.9768339097499847,0.1,0.1,0.06666666666666667,0.03333333333333333,1.2115256729722912,1.0
2,2.0,1.26669242978096,0.7333075702190399,2,2.0,0.0,2.53338485956192,0.1,0.1,0.05,0.05,3.749637741203679,1.0
4,2.0,1.4126539677381516,0.5395905974616575,2,2.0,0.0,5.650615870952606,0.1,0.1,0.05,0.05,1.2413004654243414,1.0
4,2.0,0.8111754581332207,0.699366238359647,2,2.0,0.0,3.2447018325328827,0.2,0.1,0.1,0.025,3.2640523455660277,1.0
2,2.0,1.2120061218738556,0.7879938781261444,2,2.0,0.0,2.424012243747711,0.0,0.1,0.0,0.05,4.716844924860253,1.0
7,2.0,0.7665887964623315,0.6821974159080595,2,2.0,0.0,5.3661215752363205,0.30000000000000004,0.2,0.17142857142857146,0.07142857142857142,1.2196966144603687,1.0
5,2.0,1.0613605976104736,0.6130039331351763,2,2.0,0.0,5.306802988052368,0.1,0.8,0.04,0.36000000000000004,1.4570269009366468,1.0
10,2.0,0.867834261059761,0.6320772553315528,2,2.0,0.0,8.67834261059761,0.5,0.6000000000000001,0.22000000000000003,0.22000000000000003,1.0093053178762472,1.0
7,2.0,0.8007073721715382,0.6322591638201377,2,2.0,0.0,5.6049516052007675,0.30000000000000004,0.1,0.14285714285714285,0.042857142857142864,1.4456776200232173,1.0
6,2.0,1.1736216420928638,0.6570697359517079,2,2.0,0.0,7.041729852557182,0.2,0.4,0.09999999999999999,0.13333333333333333,1.1103386572030878,1.0
9,2.0,0.8002308474646674,0.5423058783769977,2,2.0,0.0,7.202077627182007,0.30000000000000004,0.8,0.07777777777777778,0.4666666666666668,1.8388015337579646,1.0
6,2.0,1.0819961950182915,0.7017740159727255,2,2.0,0.0,6.491977170109749,0.1,0.30000000000000004,0.05000000000000001,0.11666666666666665,1.1012262462741296,1.0
2,2.0,1.1111282333731651,0.8888717666268349,2,2.0,0.0,2.2222564667463303,0.0,0.1,0.0,0.05,8.998613310462979,1.0
5,2.0,0.9035639792680741,0.6000816147800684,2,2.0,0.0,4.51781989634037,0.1,0.5,0.04,0.22000000000000003,2.0219336665578203,1.0
5,2.0,0.8301902711391449,0.7029209692931304,2,2.0,0.0,4.1509513556957245,0.1,0.8,0.04,0.4,1.5632906037539365,1.0
7,2.0,0.7404798652444567,0.569317215721874,2,2.0,0.0,5.183359056711197,0.2,0.8,0.08571428571428572,0.3285714285714286,1.97149900386351,1.0
5,2.0,1.1330404788255692,0.6441417836000024,2,2.0,0.0,5.665202394127846,0.30000000000000004,0.1,0.1,0.06000000000000001,1.2078417053004973,1.0
5,2.0,0.951307612657547,0.6687663824704497,2,2.0,0.0,4.756538063287735,0.30000000000000004,0.4,0.08,0.13999999999999999,1.358882732044038,1.0
