total_energy,max_energy,mean_energy,std_energy,n_particles,energy_ratio,energy_centrality,energy_asymmetry
2.1857285,1.0,0.0024285873,0.0362042,4,1.0,0.8383159,0.037122924
2.0355482,1.0,0.0022617201,0.038506143,2,0.8,0.9408481,0.022534883
3.3889298,1.0,0.0037654776,0.047918502,4,1.0,0.5251402,0.24878892
6.0930977,1.0,0.0067701084,0.060343888,11,0.8928571428571429,0.9056405,0.31998485
3.4569302,1.0,0.0038410334,0.04988082,7,0.9259259259259259,0.99588233,0.054345086
3.0983305,1.0,0.0034425894,0.04352058,4,0.9111111111111111,0.39498824,0.37024334
4.3069406,1.0,0.0047854893,0.054350916,6,1.0,0.3629285,0.58491343
3.521367,1.0,0.00391263,0.043585636,7,1.0,0.94561887,0.20891571
2.4909892,1.0,0.002767766,0.044003982,4,0.8076923076923077,0.97032,0.3385759
1.7547871,1.0,0.0019497634,0.040188767,2,0.75,0.9974272,0.96204937
5.1718097,1.0,0.0057464554,0.056338783,9,0.8163265306122449,0.76885176,0.0026377293
3.923106,1.0,0.0043590064,0.048123684,6,0.8985507246376812,0.9400151,0.070580564
3.6918979,1.0,0.0041021085,0.04470418,6,0.967741935483871,0.48620644,0.28634384
3.8773484,1.0,0.004308165,0.0408389,6,0.9682539682539683,0.6424978,0.36400768
3.4421368,1.0,0.0038245963,0.044106912,6,0.8214285714285714,0.46063483,0.7667841
1.6151242,1.0,0.0017945825,0.034610588,3,0.7735849056603774,0.9428911,0.3900285
1.6358156,1.0,0.0018175729,0.033806633,1,0.8222222222222222,0.987958,0.32248843
2.1354034,1.0,0.0023726705,0.035043366,3,0.9230769230769231,0.92097706,0.31631422
1.7554854,1.0,0.0019505393,0.03550584,3,1.0,0.9770033,0.29980403
1.5147477,1.0,0.0016830531,0.034978118,2,1.0,0.9744708,0.4355401
4.2076645,1.0,0.004675183,0.05148317,8,0.9473684210526315,0.9247614,0.15537442
2.5786397,1.0,0.0028651552,0.038301107,3,0.9166666666666666,0.9198541,0.12995157
2.9328213,1.0,0.0032586902,0.043148614,4,0.9545454545454546,0.8746806,0.09344968
2.7016156,1.0,0.0030017952,0.04172886,5,0.7377049180327869,0.9585353,0.70256406
3.2174263,1.0,0.003574918,0.04026867,7,0.9791666666666666,0.9365009,0.18474792
3.0144408,1.0,0.0033493787,0.045069493,4,0.8541666666666666,0.64743483,0.18219239
3.0413585,1.0,0.0033792872,0.039128855,8,0.9166666666666666,0.9357365,0.02439238
2.1119683,1.0,0.0023466314,0.038695578,3,0.8421052631578947,0.98304653,0.7945745
2.1116328,1.0,0.0023462586,0.03801437,3,0.8125,0.97398525,0.18255538
2.4668562,1.0,0.0027409515,0.045269452,2,0.9629629629629629,0.88856465,0.09921231
3.0940857,1.0,0.003437873,0.037359603,7,0.7804878048780488,0.5653954,0.0797772
1.4315721,1.0,0.0015906356,0.034010198,2,0.9615384615384616,0.9794992,0.55491894
3.0536127,1.0,0.003392903,0.041680567,6,0.8378378378378378,0.98280406,0.0062872334
2.1482456,1.0,0.0023869395,0.03647953,4,0.6909090909090909,0.96891415,0.2512405
2.9336848,1.0,0.0032596497,0.038377624,7,0.8857142857142857,0.94847405,0.017773235
2.0698967,1.0,0.0022998853,0.036001686,3,0.7446808510638298,0.98468,0.21835406
2.94933,1.0,0.0032770333,0.045182012,4,0.9666666666666667,0.9761672,0.06448796
2.5954027,1.0,0.0028837807,0.03868251,4,0.803921568627451,0.94817704,0.36055917
3.3310814,1.0,0.0037012016,0.04098468,7,0.9803921568627451,0.943154,0.021794332
2.058485,1.0,0.0022872055,0.034740787,3,0.8275862068965517,0.96018714,0.60897774
2.279467,1.0,0.0025327413,0.040860906,3,0.8,1.0000001,0.045823887
1.8736386,1.0,0.0020818207,0.035663106,3,0.8125,0.9662495,0.26574013
2.669617,1.0,0.002966241,0.035897665,4,0.9298245614035088,0.9027969,0.60060155
3.2495499,1.0,0.003610611,0.044288393,7,0.9375,0.94092286,0.32337993
3.9284456,1.0,0.0043649394,0.05033571,6,0.9696969696969697,0.8757683,0.6274084
2.3190765,1.0,0.0025767516,0.04477714,3,0.8974358974358975,0.9701576,0.7946262
1.9615515,1.0,0.0021795018,0.03562023,2,0.96,0.91667753,0.32580915
1.896355,1.0,0.0021070612,0.03941349,3,0.6,0.9957632,0.1766951
2.5586193,1.0,0.0028429104,0.043325353,3,0.875,0.99580634,0.009307116
3.4103498,1.0,0.0037892775,0.04818599,4,0.9117647058823529,0.59971166,0.114866085
2.2828953,1.0,0.0025365504,0.03981045,4,0.8666666666666667,0.9836741,0.5877916
2.477673,1.0,0.00275297,0.04046237,3,0.9714285714285714,0.9553542,0.3738119
4.15794,1.0,0.004619933,0.04702805,10,1.0,0.95474136,0.36100867
4.2408824,1.0,0.0047120918,0.054945853,6,0.8461538461538461,0.96496034,0.5381113
1.8252931,1.0,0.0020281035,0.036130793,3,0.8857142857142857,0.9852733,0.57889545
3.027103,1.0,0.0033634477,0.041867677,5,0.9122807017543859,0.9543112,0.49590692
8.514228,1.0,0.009460254,0.062107965,20,0.9333333333333333,0.7792387,0.18829972
1.50323,1.0,0.0016702556,0.035004947,3,0.6285714285714286,0.9800799,0.55611974
1.1645786,1.0,0.0012939762,0.0333767,1,0.9523809523809523,0.98206186,0.75119257
2.4669383,1.0,0.0027410425,0.040757596,4,0.8421052631578947,0.9869947,0.040962633
1.4278038,1.0,0.0015864486,0.034823548,2,0.8787878787878788,0.98153955,0.49816808
2.2213292,1.0,0.0024681436,0.04123464,3,0.7878787878787878,0.9895235,0.28780562
4.2396812,1.0,0.0047107567,0.047938157,8,0.7608695652173914,0.38370878,0.59145457
2.7120957,1.0,0.0030134397,0.03874883,5,0.9583333333333334,0.9385452,0.18733966
2.0748456,1.0,0.002305384,0.03521483,3,0.9722222222222222,0.9394609,0.22021635
5.286261,1.0,0.0058736233,0.051048215,12,0.7878787878787878,0.74740046,0.39083174
2.6275852,1.0,0.002919539,0.04322769,3,0.7647058823529411,0.87059456,0.091266125
1.8568554,1.0,0.0020631726,0.035061933,4,0.8205128205128205,0.9611779,0.51058555
2.4935868,1.0,0.002770652,0.038865052,5,0.9714285714285714,0.9767305,0.1999211
3.030175,1.0,0.003366861,0.04364922,5,0.9787234042553191,0.9070914,0.019585585
1.2533289,1.0,0.0013925877,0.033419456,1,0.9375,0.9722899,0.8108314
1.6345781,1.0,0.0018161979,0.03399335,3,0.7368421052631579,0.82236886,0.49399814
1.6420054,1.0,0.0018244504,0.034771133,3,0.7878787878787878,0.9817943,0.5251974
4.84124,1.0,0.0053791553,0.052247122,8,0.8571428571428571,0.4902365,0.52585924
6.10917,1.0,0.0067879665,0.05704446,11,1.0,0.54751974,0.49547717
3.2143385,1.0,0.0035714873,0.044291407,4,0.9523809523809523,0.95005035,0.019414715
1.4941435,1.0,0.0016601594,0.03369884,1,0.9,0.8812299,0.45541537
1.8576368,1.0,0.0020640409,0.036490683,3,0.8787878787878788,0.9715272,0.6790495
5.523983,1.0,0.006137759,0.053662088,12,0.9259259259259259,0.8629867,0.22036375
1.5656612,1.0,0.0017396235,0.035206307,2,0.9285714285714286,0.9900631,0.33671862
5.3025007,1.0,0.0058916677,0.04842923,12,0.9491525423728814,0.5020726,0.5843662
3.1995845,1.0,0.003555094,0.041578796,5,0.8571428571428571,0.9297507,0.24309547
4.6745653,1.0,0.0051939613,0.049024336,10,0.9821428571428571,0.5574195,0.081672765
3.4878616,1.0,0.0038754018,0.05432642,4,0.8571428571428571,0.98231125,0.058686074
2.078645,1.0,0.0023096055,0.039538924,3,0.8888888888888888,0.9879608,0.05704551
3.692325,1.0,0.0041025835,0.051180393,4,0.7446808510638298,0.96235746,0.33441448
1.9795831,1.0,0.002199537,0.03588945,5,0.9,0.987803,0.40077767
2.78855,1.0,0.0030983887,0.040650655,5,0.9655172413793104,0.96995467,0.6008134
3.088483,1.0,0.0034316478,0.047167797,4,0.9411764705882353,0.3276208,0.43860054
2.0849137,1.0,0.0023165708,0.042349763,2,0.9375,0.9743452,0.8168581
3.2345345,1.0,0.0035939272,0.047078848,5,0.8611111111111112,0.41425362,0.32109854
2.6325526,1.0,0.0029250584,0.03749893,5,0.9347826086956522,0.65366644,0.03855552
2.5417404,1.0,0.002824156,0.041121524,3,0.9523809523809523,0.96969056,0.15960555
3.3868313,1.0,0.0037631458,0.041187767,6,0.9433962264150944,0.9597935,0.25616837
3.2247548,1.0,0.0035830608,0.04666746,5,0.9743589743589743,0.981895,0.50183445
1.7225326,1.0,0.0019139252,0.0400116,2,0.6842105263157895,0.9872804,0.1944815
2.5891628,1.0,0.0028768475,0.041695584,4,0.9,0.989555,0.13615409
3.9271476,1.0,0.0043634973,0.040520355,8,0.8552631578947368,0.6462362,0.34550175
3.999413,1.0,0.004443792,0.046610966,9,0.9428571428571428,0.69760126,0.1618066
2.2601428,1.0,0.0025112699,0.04360291,2,0.8857142857142857,0.9793415,0.14690425
2.8329978,1.0,0.0031477753,0.044196755,5,0.8529411764705882,0.6121846,0.23637348
3.4436002,1.0,0.0038262224,0.044101357,6,0.9038461538461539,0.8184012,0.26606536
1.5246941,1.0,0.0016941045,0.03537293,2,0.8333333333333334,0.9790179,0.81754017
3.4346662,1.0,0.0038162956,0.046458915,6,0.9166666666666666,0.620339,0.40614453
4.039361,1.0,0.004488179,0.044276875,9,0.7619047619047619,0.9517271,0.3792453
2.8670237,1.0,0.0031855819,0.041809324,5,0.96875,0.9894438,0.51174426
5.9082956,1.0,0.006564773,0.052293405,12,0.8709677419354839,0.5227742,0.40647146
2.732617,1.0,0.003036241,0.04912031,3,0.9354838709677419,0.976263,0.5391848
2.483401,1.0,0.0027593344,0.043498233,2,1.0,0.9719607,0.5957313
2.6647768,1.0,0.002960863,0.04078953,4,0.9705882352941176,0.9869345,0.14585626
1.5424907,1.0,0.0017138786,0.034172647,2,0.8333333333333334,0.98653996,0.4541343
3.6493552,1.0,0.0040548393,0.045479838,7,0.8823529411764706,0.98061705,0.12058919
2.093405,1.0,0.0023260056,0.036414646,4,0.9393939393939394,0.7553268,0.059265394
7.265691,1.0,0.00807299,0.055174027,18,0.8421052631578947,0.7480375,0.554828
2.4627242,1.0,0.0027363603,0.038453683,4,0.8297872340425532,0.9740423,0.29530665
3.819085,1.0,0.0042434274,0.054401614,5,0.8780487804878049,0.99018013,0.2655773
1.2692299,1.0,0.0014102554,0.033523664,2,0.8709677419354839,0.9457991,0.657491
2.655246,1.0,0.0029502735,0.040854186,6,1.0,0.9818489,0.056734234
2.8503618,1.0,0.0031670686,0.04383268,6,0.9583333333333334,0.9624974,0.009821515
2.917965,1.0,0.0032421832,0.043269906,4,1.0,0.98739016,0.3191384
2.6931324,1.0,0.0029923692,0.043087505,3,0.9473684210526315,0.96204424,0.43589437
2.9447083,1.0,0.0032718983,0.041155428,5,0.9047619047619048,0.8144344,0.034128487
1.5534331,1.0,0.0017260368,0.0340567,3,0.9393939393939394,0.9772228,0.561348
2.7022848,1.0,0.0030025386,0.039515924,4,0.9767441860465116,0.9310149,0.74613446
3.113976,1.0,0.0034599733,0.04740485,3,0.8679245283018868,0.95837253,0.39949775
3.3813167,1.0,0.0037570186,0.05189747,4,0.8125,0.52484876,0.50296813
2.4855418,1.0,0.0027617132,0.043639153,3,0.8260869565217391,0.97303694,0.67871714
1.5716438,1.0,0.0017462709,0.034675952,2,0.6190476190476191,0.9772927,0.48065266
3.1649518,1.0,0.003516613,0.050364193,4,0.8275862068965517,0.9843466,0.17145582
1.8412302,1.0,0.0020458114,0.03575319,4,0.8947368421052632,0.9899114,0.63569915
1.3879457,1.0,0.0015421618,0.034249306,2,0.9,0.9991358,0.55978656
3.2409797,1.0,0.0036010884,0.045408648,7,0.967741935483871,0.97466034,0.04207169
3.2682056,1.0,0.0036313396,0.045918975,5,0.9375,0.60569954,0.31222492
5.473168,1.0,0.0060812975,0.056846086,10,1.0,0.78295165,0.21331932
3.6865706,1.0,0.0040961895,0.04527577,7,0.8103448275862069,0.95124066,0.027281445
3.98816,1.0,0.0044312887,0.054982062,6,0.9565217391304348,0.9458477,0.07129482
4.2921205,1.0,0.0047690226,0.048407838,9,1.0,0.50471133,0.5206015
3.907928,1.0,0.004342142,0.052694213,6,0.975609756097561,0.9543703,0.042233992
1.4751512,1.0,0.0016390568,0.03371703,2,1.0,0.9872845,0.7873034
2.6196058,1.0,0.0029106732,0.04047154,5,0.8888888888888888,0.9939784,0.044139512
2.7869961,1.0,0.0030966625,0.040851586,5,0.8571428571428571,0.53573585,0.11266239
3.1720266,1.0,0.003524474,0.041235376,7,0.9347826086956522,0.6133532,0.09311449
3.2677822,1.0,0.003630869,0.04857078,5,0.8157894736842105,0.9824672,0.21968019
2.8504846,1.0,0.003167205,0.04341977,5,0.7906976744186046,0.9784089,0.17801951
5.624398,1.0,0.0062493314,0.0524244,12,0.9473684210526315,0.8687748,0.25496167
2.6577349,1.0,0.0029530388,0.046449605,3,0.7843137254901961,0.97116965,0.030061545
4.6550303,1.0,0.005172256,0.056314606,7,0.9473684210526315,0.6333508,0.5999818
2.9243178,1.0,0.003249242,0.040244058,5,0.9107142857142857,0.347114,0.541799
2.9356863,1.0,0.0032618737,0.041886203,4,0.9090909090909091,0.966778,0.32258004
2.8991551,1.0,0.0032212834,0.05059291,3,0.8260869565217391,0.987494,0.29127336
1.8524485,1.0,0.002058276,0.034461588,3,0.8113207547169812,0.95648515,0.6420087
2.825759,1.0,0.0031397322,0.041058555,4,0.8620689655172413,0.9120688,0.24807186
3.0347726,1.0,0.0033719696,0.04186738,6,0.972972972972973,0.97198766,0.054566827
4.1637874,1.0,0.0046264306,0.04804359,10,1.0,0.9287138,0.43300596
4.17709,1.0,0.004641211,0.045136962,6,0.9672131147540983,0.72404957,0.009733398
4.524475,1.0,0.0050271945,0.0466621,9,0.967741935483871,0.74881554,0.25459054
4.6342597,1.0,0.0051491773,0.04874805,10,0.95,0.98653847,0.55102456
2.4863975,1.0,0.0027626639,0.041432455,4,0.9545454545454546,0.9738299,0.09777444
7.0561056,1.0,0.007840117,0.06288559,18,0.9298245614035088,0.82899874,0.07611075
3.996398,1.0,0.004440442,0.044363607,7,0.864406779661017,0.35598633,0.52005607
4.5034423,1.0,0.005003825,0.04998454,8,0.7903225806451613,0.948938,0.24830076
3.169498,1.0,0.0035216643,0.042857986,4,0.86,0.87042695,0.030550959
1.5079485,1.0,0.0016754983,0.033513732,1,0.9318181818181818,0.96393764,0.6382122
3.4353137,1.0,0.0038170153,0.05259847,4,0.9230769230769231,0.9691281,0.04659353
2.1164045,1.0,0.0023515606,0.039242133,3,0.7906976744186046,0.9682459,0.15663801
2.6580899,1.0,0.0029534332,0.03889626,4,0.75,0.9814607,0.51927316
1.3059963,1.0,0.001451107,0.033997685,2,0.76,0.98369724,0.65856177
3.4896536,1.0,0.003877393,0.05131465,5,0.75,0.9773141,0.25590783
3.130998,1.0,0.0034788866,0.041898645,6,1.0,0.5539482,0.322256
2.012639,1.0,0.0022362657,0.0376177,3,0.8108108108108109,0.97049373,0.05816644
2.447606,1.0,0.0027195623,0.039047968,4,0.8636363636363636,0.95661855,0.027786031
2.9412684,1.0,0.003268076,0.044144597,5,0.8571428571428571,0.9876945,0.22776173
3.0412097,1.0,0.003379122,0.03904224,4,0.8055555555555556,0.89772373,0.09989328
4.2012386,1.0,0.004668043,0.04252037,12,0.9090909090909091,0.58408266,0.3590195
4.6636868,1.0,0.005181874,0.04641747,11,0.9111111111111111,0.59412783,0.63922584
1.4364603,1.0,0.001596067,0.03389366,2,0.92,0.96549124,0.52557147
3.251841,1.0,0.0036131567,0.03796455,10,1.0,0.84309566,0.10523476
2.934605,1.0,0.003260672,0.03822383,6,0.9555555555555556,0.41397354,0.5682986
4.051631,1.0,0.004501812,0.047764793,7,0.9607843137254902,0.9018166,0.41766953
3.2136598,1.0,0.0035707331,0.04255397,7,0.85,0.85811764,0.18916504
3.420702,1.0,0.00380078,0.048527025,7,0.9428571428571428,0.59881824,0.39903143
1.84004,1.0,0.002044489,0.035514265,3,0.8157894736842105,0.9572415,0.24955994
4.0874176,1.0,0.004541575,0.052272767,6,0.9705882352941176,0.77508533,0.07722127
2.9573293,1.0,0.0032859214,0.040942773,6,1.0,0.9127935,0.39599445
1.9519832,1.0,0.0021688703,0.039096214,3,0.8928571428571429,0.97730166,0.11345936
1.3820539,1.0,0.0015356154,0.03405889,2,1.0,0.9692534,0.60629517
4.408692,1.0,0.0048985467,0.049518973,9,0.9787234042553191,0.8446228,0.14587423
4.3404655,1.0,0.0048227394,0.042132474,11,0.8923076923076924,0.5778248,0.23811017
4.5793085,1.0,0.0050881207,0.048107114,9,1.0,0.61548847,0.2729587
4.2329535,1.0,0.004703282,0.05174332,5,1.0,0.7429901,0.025950905
2.0137482,1.0,0.002237498,0.040201038,3,0.8695652173913043,0.98540705,0.70504254
2.6500986,1.0,0.002944554,0.04156276,6,0.8571428571428571,0.616888,0.1325728
4.1982946,1.0,0.0046647717,0.046183422,9,0.9574468085106383,0.6079502,0.22626664
3.5404215,1.0,0.003933802,0.039193314,5,0.9305555555555556,0.9129845,0.10690598
2.1124864,1.0,0.0023472072,0.037700675,4,0.8857142857142857,0.9737523,0.32821488
4.30091,1.0,0.004778789,0.05159952,10,0.96875,0.44574374,0.3138095
3.5024793,1.0,0.0038916436,0.044971783,5,0.8958333333333334,0.5986717,0.3275233
3.3940713,1.0,0.0037711903,0.045943677,6,0.9512195121951219,0.9494531,0.2556831
1.7167337,1.0,0.0019074819,0.03528176,3,0.868421052631579,0.9603721,0.28190246
1.5443649,1.0,0.001715961,0.035254885,2,0.8666666666666667,0.98935187,0.31783405
3.35751,1.0,0.0037305667,0.03967527,10,0.8723404255319149,0.7335883,0.1976173
2.3257573,1.0,0.0025841747,0.038605493,4,1.0,0.7283755,0.21073318
5.4455614,1.0,0.006050624,0.06658731,7,0.9090909090909091,0.7863226,0.28014308
2.8956542,1.0,0.0032173935,0.04160686,5,0.8076923076923077,0.8715827,0.06664636
3.729979,1.0,0.0041444213,0.051985107,5,1.0,0.9763078,0.32365867
2.92078,1.0,0.003245311,0.03802156,5,0.9824561403508771,0.5746876,0.15586999
2.1751637,1.0,0.0024168487,0.039799985,2,0.9555555555555556,0.9198579,0.31827098
5.0875463,1.0,0.005652829,0.0527526,10,0.835820895522388,0.827002,0.26885545
3.5343435,1.0,0.0039270483,0.04613909,5,0.95,0.9002287,0.37246066
3.0086975,1.0,0.0033429973,0.040171094,8,0.7857142857142857,0.6222372,0.16646987
3.041767,1.0,0.003379741,0.041413102,6,1.0,0.956175,0.6896981
1.7714788,1.0,0.0019683097,0.03843268,2,0.8214285714285714,0.99421287,0.91732764
1.0930073,1.0,0.0012144526,0.03333641,1,0.7142857142857143,0.9843522,0.8809926
5.472439,1.0,0.0060804877,0.06273126,9,0.9259259259259259,0.46019578,0.47089317
1.7812371,1.0,0.0019791524,0.034698028,3,0.8974358974358975,0.95886433,0.5611138
2.0812306,1.0,0.0023124784,0.04591556,2,0.9,0.9889293,0.9402678
2.043432,1.0,0.00227048,0.039256312,2,0.9714285714285714,0.88999724,0.29540417
5.354502,1.0,0.005949447,0.048322745,15,1.0,0.8010426,0.41234425
2.8284721,1.0,0.0031427469,0.03973759,5,1.0,0.5976425,0.09631978
3.0455027,1.0,0.003383892,0.045439996,5,0.8431372549019608,0.98484427,0.51920265
2.0969393,1.0,0.0023299325,0.038405012,4,0.8157894736842105,0.88288057,0.08401903
1.6832409,1.0,0.0018702677,0.034639407,2,0.8823529411764706,0.98050433,0.5164447
7.141695,1.0,0.007935217,0.061389815,16,0.9464285714285714,0.9255828,0.02887138
3.3080676,1.0,0.0036756305,0.0472795,6,0.85,0.9544949,0.033247974
3.602955,1.0,0.0040032836,0.04921523,6,0.9090909090909091,0.65240127,0.41477463
3.1954327,1.0,0.0035504808,0.04473158,6,0.85,0.53966343,0.44326422
2.440528,1.0,0.0027116977,0.041472103,3,0.8205128205128205,0.96150607,0.2956453
3.2534566,1.0,0.0036149519,0.04922892,4,0.8333333333333334,0.987599,0.037377145
5.0437922,1.0,0.0056042136,0.051647153,12,0.975609756097561,0.66036534,0.55042064
5.7148175,1.0,0.0063497974,0.050801598,13,0.9655172413793104,0.58304155,0.48815584
4.595042,1.0,0.0051056026,0.054522987,7,0.9459459459459459,0.82434165,0.3872159
2.7530904,1.0,0.0030589893,0.04956113,3,0.9047619047619048,0.99505633,0.16555327
2.073625,1.0,0.0023040278,0.036203157,4,1.0,0.79742444,0.07547338
4.635071,1.0,0.005150079,0.051458728,7,0.90625,0.92939305,0.43908912
3.8380387,1.0,0.0042644874,0.045881446,6,0.9583333333333334,0.68156683,0.23284355
1.7883837,1.0,0.0019870931,0.035065897,2,0.918918918918919,0.86084795,0.5551601
3.1153169,1.0,0.0034614631,0.045967847,5,0.9743589743589743,0.38782886,0.37402135
3.5374677,1.0,0.00393052,0.04711996,8,0.9583333333333334,0.5451456,0.42644897
3.1971302,1.0,0.003552367,0.047557957,5,0.8157894736842105,0.9769873,0.1992351
2.8389492,1.0,0.003154388,0.049495734,4,1.0,0.9884441,0.43786308
2.5336137,1.0,0.0028151262,0.048316486,3,0.8333333333333334,0.98871464,0.60956776
5.5776377,1.0,0.0061973752,0.053065,8,0.7976190476190477,0.90734166,0.044382717
2.0718904,1.0,0.0023021004,0.038199898,3,0.9272727272727272,0.9521949,0.75828546
2.170325,1.0,0.0024114724,0.037782915,4,0.8518518518518519,0.90469277,0.1597012
4.043698,1.0,0.0044929977,0.054015726,5,1.0,0.4671765,0.6720344
1.7504036,1.0,0.0019448929,0.03529724,2,0.8333333333333334,0.9241767,0.63255227
2.2456894,1.0,0.0024952104,0.039978813,4,0.8666666666666667,0.98747694,0.15069154
2.8645384,1.0,0.0031828205,0.046637055,4,0.9375,0.9883722,0.093636446
6.742777,1.0,0.007491974,0.06628167,13,0.9767441860465116,0.70064646,0.16711846
4.3209434,1.0,0.004801048,0.057166453,4,0.9795918367346939,0.6713301,0.40743935
1.5780816,1.0,0.0017534241,0.034147274,3,0.868421052631579,0.9697593,0.63522315
3.560563,1.0,0.003956181,0.04962006,5,0.9555555555555556,0.6713757,0.0921248
2.82706,1.0,0.0031411778,0.043147624,4,0.9512195121951219,0.7909527,0.39012235
3.95397,1.0,0.0043933,0.051880263,6,1.0,0.9051227,0.18352024
3.2109215,1.0,0.0035676905,0.041207295,6,0.8837209302325582,0.700038,0.17980225
3.3181999,1.0,0.0036868888,0.04011786,7,0.9761904761904762,0.93935955,0.11721904
4.3846846,1.0,0.004871872,0.050074883,7,0.9615384615384616,0.9539726,0.06960045
2.6156662,1.0,0.0029062957,0.046565928,4,0.8292682926829268,0.9603699,0.07256702
2.7815607,1.0,0.003090623,0.04541003,4,1.0,0.9590377,0.19040126
1.897577,1.0,0.0021084188,0.03398588,2,0.9152542372881356,0.9033257,0.19584484
4.1500072,1.0,0.004611119,0.0487892,8,0.9090909090909091,0.9543694,0.20673624
4.5395517,1.0,0.005043946,0.0529384,7,0.8305084745762712,0.42241168,0.35386223
2.8399992,1.0,0.0031555546,0.04484401,4,0.9285714285714286,0.89793795,0.29021358
2.3054855,1.0,0.0025616505,0.038751297,4,0.8387096774193549,0.99029285,0.26128903
2.5517232,1.0,0.0028352481,0.040531117,3,1.0,0.88831997,0.062281836
5.959597,1.0,0.0066217748,0.059274275,11,0.8245614035087719,0.7401895,0.12061759
5.746634,1.0,0.006385149,0.06398988,11,0.8837209302325582,0.9598144,0.23896357
3.9549155,1.0,0.0043943506,0.04826694,8,0.8235294117647058,0.9505485,0.5482524
1.449489,1.0,0.0016105433,0.033604402,1,0.9705882352941176,0.96552825,0.7122653
1.58213,1.0,0.0017579221,0.033678837,1,0.9487179487179487,0.8777315,0.41136575
2.9495256,1.0,0.0032772506,0.04073119,4,0.8863636363636364,0.8355886,0.21529444
2.3294678,1.0,0.0025882975,0.04078829,2,0.8064516129032258,0.5938917,0.106397055
3.9619224,1.0,0.004402136,0.052167278,6,0.9333333333333333,0.4742106,0.36273423
2.8953094,1.0,0.0032170105,0.04770506,4,0.7,0.97424793,0.07632816
2.8246887,1.0,0.0031385429,0.037195265,7,1.0,0.95505023,0.15086685
2.061253,1.0,0.0022902812,0.040249612,3,0.7272727272727273,0.97060966,0.6721822
3.3979359,1.0,0.0037754844,0.049919717,5,1.0,0.9884953,0.30592346
2.8889155,1.0,0.0032099062,0.042478193,6,0.82,0.96328926,0.10758637
2.4869306,1.0,0.0027632562,0.043833576,3,0.7666666666666667,0.8766979,0.089827545
2.3747976,1.0,0.002638664,0.03691636,4,0.9047619047619048,0.9703377,0.4601652
2.981328,1.0,0.0033125866,0.039907612,6,0.9444444444444444,0.5099699,0.4321464
